ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
1347,0.5369,NA,NA,NA,NA,451100,1.817,531.8,1.649,NA,NA,474.4,0.5401
1705,0.5133,NA,NA,NA,NA,202700,1.26,2599,0.6651,NA,NA,493.9,0.5216
498.9,0.6842,NA,NA,NA,NA,1.00E+09,1.724,2434,0.9781,NA,NA,474.8,0.5189
888.1,0.5458,NA,NA,NA,NA,20340000,1.718,631.7,1.18,NA,NA,413.9,0.6079
1136,0.5016,NA,NA,NA,NA,1966000,1.107,7838,0.5751,NA,NA,248.8,0.7388
781.5,0.5517,NA,NA,NA,NA,222100000,1.261,3522,0.5171,NA,NA,427.3,0.5543
609.9,0.5606,NA,NA,NA,NA,42690000,1.817,4072,0.54,NA,NA,584.8,0.5131
790.1,0.5522,NA,NA,NA,NA,235500,1.977,3207,0.6239,NA,NA,503.8,0.61
1106,0.5511,NA,NA,NA,NA,4248000,0.9876,5780,0.6737,NA,NA,660.2,0.5551
653.3,0.5591,NA,NA,NA,NA,12280000,1.858,3292,0.5961,NA,NA,651.8,0.5059
730.8,0.5124,NA,NA,NA,NA,6.61E+09,0.7999,4111,0.5095,NA,NA,626,0.523
936,0.507,NA,NA,NA,NA,2020000,0.6604,5871,0.5406,NA,NA,652.6,0.5368
654.8,0.501,NA,NA,NA,NA,4.94E+08,0.5732,6340,0.5231,NA,NA,471,0.5543
749.6,0.5179,NA,NA,NA,NA,13280,1.309,2225,0.5628,NA,NA,380.8,0.5432
625.5,0.5607,NA,NA,NA,NA,1192000,1.915,5097,0.5207,NA,NA,423.4,0.5945
683.4,0.5232,NA,NA,NA,NA,1.41E+09,1.3,3668,0.5049,NA,NA,406.1,0.6025
806.4,0.516,NA,NA,NA,NA,405100000,1.8,4542,0.5067,NA,NA,368.8,0.5462
