ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
9774,0.6407,NA,NA,NA,NA,12870,0.7965,1318,0.5807,NA,NA,739.7,1.203
8674,0.6076,NA,NA,NA,NA,7084,1.329,854.5,0.6889,NA,NA,755.9,1.02
7811,0.573,NA,NA,NA,NA,12550,0.6903,1340,0.9451,NA,NA,764.7,1.025
8037,0.526,NA,NA,NA,NA,11890,0.7094,1282,0.8165,NA,NA,901.5,0.7531
7200,0.5398,NA,NA,NA,NA,17660,0.6413,850.1,0.8117,NA,NA,835.2,1.222
8674,0.5272,NA,NA,NA,NA,23570,0.6525,1313,1.019,NA,NA,907.7,1.282
8270,0.5094,NA,NA,NA,NA,47250,0.5339,1219,0.952,NA,NA,716,1.086
8648,0.5103,NA,NA,NA,NA,30120,0.5449,1089,0.6674,NA,NA,701.4,1.055
7142,0.5185,NA,NA,NA,NA,11380,0.9215,1280,0.8903,NA,NA,658,1.262
9718,0.5322,NA,NA,NA,NA,7519,1.279,1438,0.9067,NA,NA,785.5,1.376
6137,0.5946,NA,NA,NA,NA,7780,1.114,1159,1.038,NA,NA,640.1,0.6885
8070,0.5469,NA,NA,NA,NA,7053,1.211,947.6,0.7969,NA,NA,603.8,0.8943
8570,0.5171,NA,NA,NA,NA,25660,0.5447,1041,1.206,NA,NA,591.7,1.107
6559,0.6799,NA,NA,NA,NA,22980,0.5497,1325,0.9514,NA,NA,592,0.9312
4981,0.8266,NA,NA,NA,NA,14600,0.5541,1191,0.8795,NA,NA,539.6,1.133
11430,0.5104,NA,NA,NA,NA,23830,0.601,1243,1.254,NA,NA,683,1.364
10590,0.5041,NA,NA,NA,NA,8570,1.015,1275,1.173,NA,NA,566,0.9457
8416,0.5098,NA,NA,NA,NA,9811,1.045,1748,1.307,NA,NA,726.2,0.9643
9327,0.5186,NA,NA,NA,NA,20510,0.6239,1392,0.7567,NA,NA,646.3,1.127
7678,0.5865,NA,NA,NA,NA,11250,0.8868,1340,0.9245,NA,NA,680.1,0.8433
6511,0.5742,NA,NA,NA,NA,16390,0.6198,1686,1.508,NA,NA,612.4,1.255
5841,0.6598,NA,NA,NA,NA,16770,0.7102,893.1,0.8207,NA,NA,666.2,1.322
8130,0.5113,NA,NA,NA,NA,21280,0.5339,1513,0.7381,NA,NA,790.5,1.293
